Code,UFMC
722-007,ОВД АРОМАШЕВСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-008,ОВД БЕРДЮЖСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-009,ОВД ВАГАЙСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-010,ОВД ВИКУЛОВСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-011,ОВД ГОЛЫШМАНОВСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-012,ОВД Г. ЗАВОДОУКОВСКА И ЗАВОДОУКОВСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-013,ОВД ИСЕТСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-014,УВД ПО Г. ИШИМУ И ИШИМСКОМУ РАЙОНУ ТЮМЕНСКОЙ ОБЛ.
722-015,ОВД КАЗАНСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-016,ОВД НИЖНЕТАВДИНСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-017,ОМУТИНСКИМ РОВД ТЮМЕНСКОЙ ОБЛ.
722-018,СЛАДКОВСКИМ ОВД ТЮМЕНСКОЙ ОБЛ.
722-019,СОРОКИНСКИМ РОВД ТЮМЕНСКОЙ ОБЛ.
722-020,УВД Г. ТОБОЛЬСКА ТЮМЕНСКОЙ ОБЛ.
722-021,ТОБОЛЬСКИМ РОВД ТЮМЕНСКОЙ ОБЛ.
722-022,ОВД УВАТСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-023,ОВД УПОРОВСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
722-024,ЮРГИНСКИМ РОВД
722-025,ЯРКОВСКИМ РОВД ТЮМЕНСКОЙ ОБЛ.
722-026,ЯЛУТОРОВСКИМ ГРОВД ТЮМЕНСКОЙ ОБЛ.
722-027,УВД ПО Г. ИШИМУ И ИШИМСКОМУ РАЙОНУ ТЮМЕНСКОЙ ОБЛ.
723-001,ОТДЕЛОМ № 2 УФМС РОССИИ ПО ТЮМЕНСКОЙ ОБЛ. В ЛЕНИНСКОМ АО Г. ТЮМЕНИ
723-002,ГОРОДСКИМ ОМ № 2 УВД ЛЕНИНСКОГО ОКРУГА Г. ТЮМЕНИ
723-003,ТРЕТЬИМ ГОРОДСКИМ ОМ УВД ЛЕНИНСКОГО АТО Г. ТЮМЕНИ
723-004,ГОРОДСКИМ ОМ-6 УВД ЦЕНТРАЛЬНОГО АО Г. ТЮМЕНИ
723-005,ГОРОДСКИМ ОМ № 7 УВД КАЛИНИНСКОГО ОКРУГА Г. ТЮМЕНИ
723-006,БОРОВСКИМ ОМ ТЮМЕНСКОГО РАЙОНА ТЮМЕНСКОЙ ОБЛ.
730-001,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-002,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-003,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-004,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-005,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-006,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-007,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-008,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-009,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-010,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-011,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-012,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-013,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-014,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-015,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-016,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-017,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-018,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-019,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-020,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-021,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-022,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-023,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-024,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-025,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-026,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-027,УФМС РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
730-028,УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛ.
731-001,УВД УЛЬЯНОВСКОЙ ОБЛ.
731-002,ЯЗЫКОВСКИМ ОМ КАРСУНСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
731-012,ТП УФМС ПО УЛЬЯНОВСКОЙ ОБЛ. В Г. НОВОУЛЬЯНОВСК
732-001,УВД ЛЕНИНСКОГО РАЙОНА Г. УЛЬЯНОВСКА
732-002,УВД ЗАСВИЯЖСКОГО РАЙОНА Г. УЛЬЯНОВСКА
732-003,УВД ЗАВОЛЖСКОГО РАЙОНА Г. УЛЬЯНОВСКА
732-004,ОВД ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА Г. УЛЬЯНОВСКА
732-005,УВД Г. ДИМИТРОВГРАДА УЛЬЯНОВСКОЙ ОБЛ.
732-006,ОВД БАРЫШСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-007,ОВД ВЕШКАЙМСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-008,ОВД ИНЗЕНСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-009,ОВД КАРСУНСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-010,ОВД КУЗОВАТОВСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-011,ОВД МАЙНСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-012,ОВД МЕЛЕКЕССКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-013,ОВД НИКОЛАЕВСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-014,ОВД НОВОМАЛЫКЛИНСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-015,ОВД НОВОСПАССКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-016,ПАВЛОВСКИМ РОВД УЛЬЯНОВСКОЙ ОБЛ.
732-017,РАДИЩЕВСКИМ РОВД УЛЬЯНОВСКОЙ ОБЛ.
732-018,ОВД СЕНГИЛЕЕВСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-019,СТАРОКУЛАТКИНСКИМ РОВД УЛЬЯНОВСКОЙ ОБЛ.
732-020,СТАРОМАЙНСКИМ РОВД УЛЬЯНОВСКОЙ ОБЛ.
732-021,ОВД СУРСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-022,ОВД ТЕРЕНЬГУЛЬСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-023,ОВД УЛЬЯНОВСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
732-024,ЦИЛЬНИНСКИМ РОВД УЛЬЯНОВСКОЙ ОБЛ.
732-025,ЧЕРДАКЛИНСКИМ РОВД УЛЬЯНОВСКОЙ ОБЛ.
732-026,ОВД БАЗАРНОСЫЗГАНСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
733-001,ОВД Г. НОВОУЛЬЯНОВСКА УЛЬЯНОВСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛ.
740-001,УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ.
740-002,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В АГАПОВСКОМ РАЙОНЕ
740-003,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В АРГАЯШСКОМ РАЙОНЕ
740-004,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. АША
740-005,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В АШИНСКОМ РАЙОНЕ
740-006,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. АША
740-007,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В БРЕДИНСКОМ РАЙОНЕ
740-008,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ВАРНЕНСКОМ РАЙОНЕ
740-009,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ВЕРХНЕУРАЛЬСКЕ
740-010,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ЕМАНЖЕЛИНСКЕ
740-011,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ЕМАНЖЕЛИНСКЕ
740-012,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ЕТКУЛЬСКОМ РАЙОНЕ
740-013,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ЗЛАТОУСТЕ
740-014,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ЗЛАТОУСТЕ
740-015,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. КАРАБАШЕ
740-016,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. КАРТАЛЫ
740-017,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КАСЛИНСКОМ РАЙОНЕ
740-018,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КАТАВ-ИВАНОВСКОМ РАЙОНЕ
740-019,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КАТАВ-ИВАНОВСКОМ РАЙОНЕ
740-020,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КИЗИЛЬСКОМ РАЙОНЕ
740-021,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. КОПЕЙСКЕ
740-022,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. КОРКИНО
740-023,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КРАСНОАРМЕЙСКОМ РАЙОНЕ
740-024,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КУНАШАКСКОМ РАЙОНЕ
740-025,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КУСИНСКОМ РАЙОНЕ
740-026,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. КЫШТЫМЕ
740-027,ОТДЕЛОМ № 1 УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ОРДЖОНИКИДЗЕВСКОМ РАЙОНЕ Г. МАГНИТОГОРСКА
740-028,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ПРАВОБЕРЕЖНОМ РАЙОНЕ Г. МАГНИТОГОРСКА
740-029,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ Г. МАГНИТОГОРСКА
740-030,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. МИАССЕ
740-031,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. МИАССЕ
740-032,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В С. ФЕРШАМПЕНУАЗ
740-033,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В НЯЗЕПЕТРОВСКОМ РАЙОНЕ
740-034,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ОКТЯБРЬСКОМ РАЙОНЕ
740-035,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ПЛАСТЕ
740-036,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В САТКИНСКОМ РАЙОНЕ
740-037,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В САТКИНСКОМ РАЙОНЕ
740-038,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В СОСНОВСКОМ РАЙОНЕ
740-039,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ТРОИЦКЕ И ТРОИЦКОМ РАЙОНЕ
740-040,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В УВЕЛЬСКОМ РАЙОНЕ
740-041,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В С. УЙСКОЕ
740-042,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ВЕРХНИЙ УФАЛЕЙ
740-043,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. УСТЬ-КАТАВЕ
740-044,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ЧЕБАРКУЛЬСКОМ РАЙОНЕ
740-045,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ЧЕСМЕНСКОМ РАЙОНЕ
740-046,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ЮЖНОУРАЛЬСКЕ
740-047,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. СНЕЖИНСКЕ
740-048,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ОЗЕРСКЕ
740-049,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ТРЕХГОРНЫЙ
740-050,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ПОС. ТРЕХГОРНЫЙ-1
740-051,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ПОС. ЛОКОМОТИВНЫЙ
740-052,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КАЛИНИНСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-053,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КУРЧАТОВСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-054,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-055,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В МЕТАЛЛУРГИЧЕСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-056,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В СОВЕТСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-057,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ТРАКТОРОЗАВОДСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-058,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-059,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КАЛИНИНСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-067,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. ВЕРХНЕУРАЛЬСКЕ
740-070,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ Г. МАГНИТОГОРСКА
740-072,МП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В КИЗИЛЬСКОМ РАЙОНЕ
740-077,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. КАРТАЛЫ
740-080,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В СОВЕТСКОМ РАЙОНЕ Г. ЧЕЛЯБИНСКА
740-089,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ОРДЖОНИКИДЗЕВСКОМ РАЙОНЕ Г. МАГНИТОГОРСКА
740-099,ОТДЕЛОМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. МАГНИТОГОРСКЕ
741-001,ГУВД ЧЕЛЯБИНСКОЙ ОБЛ.
741-002,УВД Г. ОЗЕРСКА ЧЕЛЯБИНСКОЙ ОБЛ.
741-022,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В Г. КОРКИНО
742-001,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В АГАПОВСКОМ РАЙОНЕ
742-002,ОВД АРГАЯШСКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
742-003,ОВД Г. АШИ ЧЕЛЯБИНСКОЙ ОБЛ.
742-004,БРЕДИНСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-005,ВАРНЕНСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-006,ВЕРХНЕУРАЛЬСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-007,ЕМАНЖЕЛИНСКИМ ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-008,ОВД ЕТКУЛЬСКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
742-009,УВД Г. ЗЛАТОУСТА ЧЕЛЯБИНСКОЙ ОБЛ.
742-010,ОВД Г. КАРАБАША ЧЕЛЯБИНСКОЙ ОБЛ.
742-011,ОВД Г. КАРТАЛЫ ЧЕЛЯБИНСКОЙ ОБЛ.
742-012,ОВД Г. КАСЛИ ЧЕЛЯБИНСКОЙ ОБЛ.
742-013,ОВД Г. КАТАВ-ИВАНОВСКА ЧЕЛЯБИНСКОЙ ОБЛ.
742-014,ОВД КИЗИЛЬСКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
742-015,УВД Г. КОПЕЙСКА ЧЕЛЯБИНСКОЙ ОБЛ.
742-016,ОВД Г. КОРКИНО ЧЕЛЯБИНСКОЙ ОБЛ.
742-017,КРАСНОАРМЕЙСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-018,ОВД КУНАШАКСКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
742-019,КУСИНСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-020,ОВД Г. КЫШТЫМА ЧЕЛЯБИНСКОЙ ОБЛ.
742-022,ОВД ЛЕНИНСКОГО РАЙОНА Г. МАГНИТОГОРСКА ЧЕЛЯБИНСКОЙ ОБЛ.
742-023,УВД ОРДЖОНИКИДЗЕВСКОГО РАЙОНА Г. МАГНИТОГОРСКА ЧЕЛЯБИНСКОЙ ОБЛ.
742-024,ОВД ПРАВОБЕРЕЖНОГО РАЙОНА Г. МАГНИТОГОРСКА ЧЕЛЯБИНСКОЙ ОБЛ.
742-025,УВД Г. МИАССА ЧЕЛЯБИНСКОЙ ОБЛ.
742-026,ОРГАНОМ ВНУТРЕННИХ ДЕЛ НАГАЙБАКСКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
742-027,НЯЗЕПЕТРОВСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-028,ОКТЯБРЬСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-029,ПЛАСТОВСКИМ ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-030,САТКИНСКИМ ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-031,СОСНОВСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-032,ТРОИЦКИМ ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-033,ОВД ТРОИЦКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
742-034,УВЕЛЬСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-035,УЙСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-036,УСТЬ-КАТАВСКИМ ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-037,ОВД Г. ВЕРХНЕГО УФАЛЕЯ ЧЕЛЯБИНСКОЙ ОБЛ.
742-038,ОВД Г. ЧЕБАРКУЛЯ ЧЕЛЯБИНСКОЙ ОБЛ.
742-039,ЧЕСМЕНСКИМ РОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-040,ЮЖНОУРАЛЬСКИМ ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-041,УВД Г. ЧЕЛЯБИНСКА
742-042,УВД КАЛИНИНСКОГО РАЙОНА Г. ЧЕЛЯБИНСКА
742-043,УВД КУРЧАТОВСКОГО РАЙОНА Г. ЧЕЛЯБИНСКА
742-044,УВД ЛЕНИНСКОГО РАЙОНА Г. ЧЕЛЯБИНСКА
742-045,УВД МЕТАЛЛУРГИЧЕСКОГО РАЙОНА Г. ЧЕЛЯБИНСКА
742-046,УВД СОВЕТСКОГО РАЙОНА Г. ЧЕЛЯБИНСКА
742-047,УВД ТРАКТОРОЗАВОДСКОГО РАЙОНА Г. ЧЕЛЯБИНСКА
742-048,ЦЕНТРАЛЬНЫМ УВД Г. ЧЕЛЯБИНСКА
742-049,СНЕЖИНСКИМ ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
742-050,ОВД Г. ТРЕХГОРНЫЙ ЧЕЛЯБИНСКОЙ ОБЛ.
742-051,ОВД ПОС. ЛОКОМОТИВНЫЙ ЧЕЛЯБИНСКОЙ ОБЛ.
743-001,СИМСКИМ ГОРОДСКИМ ОМ АШИНСКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
743-002,ПАСПОРТНЫМ СТОЛОМ Г. МИНЬЯР ЧЕЛЯБИНСКОЙ ОБЛ.
743-003,КРАСНОГОРСКИМ ОМ ЕМАНЖЕЛИНСКОГО ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
743-004,ОТДЕЛОМ МИЛИЦИИ № 1 УВД Г. ЗЛАТОУСТА ЧЕЛЯБИНСКОЙ ОБЛ.
743-005,ОТДЕЛОМ МИЛИЦИИ № 2 УВД Г. ЗЛАТОУСТА ЧЕЛЯБИНСКОЙ ОБЛ.
743-006,ЮРЮЗАНСКИМ ОМ КАТАВ-ИВАНОВСКОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛ.
743-007,ПЕРВОМАЙСКИМ ОМ Г. КОРКИНО ЧЕЛЯБИНСКОЙ ОБЛ.
743-008,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В САТКИНСКОМ РАЙОНЕ
743-009,СОМ УВД Г. МИАССА ЧЕЛЯБИНСКОЙ ОБЛ.
743-010,2 ОМ Г. ТРЕХГОРНЫЙ-1 УВД ЧЕЛЯБИНСКОЙ ОБЛ.
743-013,ЮРЮЗАНСКИМ ОМ КАТАВ-ИВАНСКОГО ГОВД ЧЕЛЯБИНСКОЙ ОБЛ.
750-001,УФМС РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-002,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-003,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-004,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-005,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-006,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-007,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-008,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-009,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-010,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-011,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-012,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-013,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-014,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-015,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-016,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-017,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-018,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-019,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-020,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-021,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-022,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-023,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-024,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-025,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-026,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
